name,acronym,AP_location,DV_location,ML_location,avIndex
Paratrigeminal nucleus,Pa5,-7,5.21,2.19,963
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.3,-1.94,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.42,-1.8,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.32,-1.8,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.35,-1.75,956
Spinal nucleus of the trigeminal caudal part,SPVC,-7.08,5.5,-1.67,955
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.29,-1.68,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.41,-1.66,956
Spinal nucleus of the trigeminal caudal part,SPVC,-7.08,5.61,-1.66,955
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.27,-1.63,956
Spinal nucleus of the trigeminal caudal part,SPVC,-7.08,5.65,-1.64,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.08,5.46,-1.61,955
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.28,-1.62,987
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.33,-1.58,956
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6,-1.53,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.08,5.53,-1.5,955
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.95,-1.48,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.08,5.61,-1.48,955
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.81,-1.46,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.63,-1.4,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.93,-1.37,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.97,-1.36,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.72,-1.34,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.6,-1.33,987
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.31,-1.33,956
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.55,-1.32,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.82,-1.29,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.9,-1.29,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.87,-1.27,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.92,-1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.73,-1.27,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.58,-1.25,987
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.36,-1.24,956
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.01,-1.24,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.78,-1.21,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.55,-1.21,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.19,-1.2,987
Intermediate reticular nucleus,IRN,-7.08,6.59,-1.2,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.82,-1.19,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.67,-1.18,987
Intermediate reticular nucleus,IRN,-7.08,6.42,-1.19,979
Intermediate reticular nucleus,IRN,-7.08,6.29,-1.17,979
Lateral reticular nucleus magnocellular part,LRNm,-7.08,6.97,-1.16,983
Medulla,MY,-7.08,5.37,-1.15,936
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.6,-1.14,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.03,-1.14,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.77,-1.12,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.81,-1.11,987
Intermediate reticular nucleus,IRN,-7.08,6.57,-1.11,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.42,-1.1,987
Intermediate reticular nucleus,IRN,-7.08,6.31,-1.1,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.84,-1.08,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.59,-1.06,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.7,-1.07,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.91,-1.07,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.05,-1.06,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.5,-1.03,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.83,-1.04,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.42,-1.03,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.9,-1.02,987
Intermediate reticular nucleus,IRN,-7.08,6.24,-1.02,979
Nucleus of the solitary tract,NTS,-7.08,5.31,-1.01,949
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.73,-0.97,987
Medulla,MY,-7.08,7.41,-0.98,936
Nucleus of the solitary tract,NTS,-7.08,5.29,-0.94,949
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.53,-0.93,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.63,-0.95,987
Intermediate reticular nucleus,IRN,-7.08,6.1,-0.94,979
Medulla,MY,-7.08,7.16,-0.94,936
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.84,-0.93,987
Parasolitary nucleus,PAS,-7.08,5.16,-0.91,990
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.6,-0.91,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.54,-0.9,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.7,-0.9,987
Nucleus of the solitary tract,NTS,-7.08,5.44,-0.88,949
Nucleus of the solitary tract,NTS,-7.08,5.37,-0.88,949
Medulla,MY,-7.08,7.07,-0.89,936
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.49,-0.86,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.57,-0.87,987
Intermediate reticular nucleus,IRN,-7.08,5.85,-0.87,979
Intermediate reticular nucleus,IRN,-7.08,5.88,-0.85,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.71,-0.82,987
Nucleus of the solitary tract,NTS,-7.08,5.18,-0.82,949
Nucleus of the solitary tract,NTS,-7.08,5.37,-0.81,949
Intermediate reticular nucleus,IRN,-7.08,5.97,-0.81,979
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.39,-0.81,988
Nucleus of the solitary tract,NTS,-7.08,5.26,-0.75,949
Nucleus of the solitary tract,NTS,-7.08,5.34,-0.77,949
Nucleus of the solitary tract,NTS,-7.08,5.48,-0.76,949
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.63,-0.76,987
Nucleus of the solitary tract,NTS,-7.08,5.27,-0.7,949
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.32,-0.66,988
Intermediate reticular nucleus,IRN,-7.08,5.94,-0.63,979
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.45,-0.63,988
Medulla,MY,-7.08,5.49,-0.61,936
Intermediate reticular nucleus,IRN,-7.08,5.59,-0.6,979
Intermediate reticular nucleus,IRN,-7.08,5.66,-0.6,979
Intermediate reticular nucleus,IRN,-7.08,5.67,-0.56,979
Medulla,MY,-7.08,6.89,-0.56,936
Medulla,MY,-7.08,6.92,-0.56,936
Medulla,MY,-7.08,5.57,-0.54,936
Medulla,MY,-7.08,5.61,-0.54,936
Medulla,MY,-7.08,6.85,-0.54,936
Medulla,MY,-7.08,5.65,-0.52,936
Intermediate reticular nucleus,IRN,-7.08,5.74,-0.52,979
Medulla,MY,-7.08,6.83,-0.52,936
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.54,-0.51,988
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.08,-0.39,988
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.13,-0.26,988
Medulla,MY,-7.08,6.13,-0.15,936
Medulla,MY,-7.08,6.4,-0.03,936
Inferior olivary complex,IO,-7.08,6.8,0.02,978
Inferior olivary complex,IO,-7.08,6.74,0.03,978
Medulla,MY,-7.08,6.39,0.19,936
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.05,0.27,988
Medulla,MY,-7.08,6.5,0.3,936
Medulla,MY,-7.08,6.8,0.34,936
Medullary reticular nucleus ventral part,MDRNv,-7.08,5.92,0.45,988
Nucleus of the solitary tract,NTS,-7.08,5.25,0.57,949
Intermediate reticular nucleus,IRN,-7.08,6,0.66,979
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.13,0.66,988
Nucleus of the solitary tract,NTS,-7.08,5.3,0.69,949
Intermediate reticular nucleus,IRN,-7.08,5.91,0.7,979
Intermediate reticular nucleus,IRN,-7.08,5.83,0.71,979
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.32,0.71,988
Medulla,MY,-7.08,7.05,0.72,936
Parasolitary nucleus,PAS,-7.08,5.04,0.75,990
Nucleus of the solitary tract,NTS,-7.08,5.25,0.76,949
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.59,0.76,987
Nucleus of the solitary tract,NTS,-7.08,5.18,0.77,949
Nucleus of the solitary tract,NTS,-7.08,5.44,0.77,949
Nucleus of the solitary tract,NTS,-7.08,5.32,0.78,949
Parasolitary nucleus,PAS,-7.08,5.08,0.79,990
Nucleus of the solitary tract,NTS,-7.08,5.26,0.8,949
Nucleus of the solitary tract,NTS,-7.08,5.48,0.83,949
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.25,0.8,988
Parasolitary nucleus,PAS,-7.08,5.12,0.81,990
Intermediate reticular nucleus,IRN,-7.08,5.9,0.82,979
Nucleus of the solitary tract,NTS,-7.08,5.2,0.84,949
Nucleus of the solitary tract,NTS,-7.08,5.36,0.84,949
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.31,0.84,988
Nucleus of the solitary tract,NTS,-7.08,5.31,0.85,949
Medulla,MY,-7.08,7.08,0.84,936
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.66,0.88,987
Intermediate reticular nucleus,IRN,-7.08,6.14,0.88,979
Medulla,MY,-7.08,7.39,0.88,936
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.54,0.88,987
Intermediate reticular nucleus,IRN,-7.08,5.99,0.89,979
Medullary reticular nucleus ventral part,MDRNv,-7.08,6.45,0.91,988
Medulla,MY,-7.08,7.39,0.91,936
Nucleus of the solitary tract,NTS,-7.08,5.29,0.92,949
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.46,0.93,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.79,0.94,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.52,0.96,987
Intermediate reticular nucleus,IRN,-7.08,6.02,0.95,979
Intermediate reticular nucleus,IRN,-7.08,6.36,0.96,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.49,0.98,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.92,0.97,987
Medulla,MY,-7.08,5.42,0.99,936
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.57,1.03,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.46,1.02,987
Intermediate reticular nucleus,IRN,-7.08,6.31,1.04,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.49,1.06,987
Intermediate reticular nucleus,IRN,-7.08,6.16,1.06,979
Medulla,MY,-7.08,5.39,1.07,936
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.92,1.07,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.65,1.08,987
Intermediate reticular nucleus,IRN,-7.08,6.22,1.08,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.42,1.1,987
Intermediate reticular nucleus,IRN,-7.08,6.16,1.1,979
Intermediate reticular nucleus,IRN,-7.08,6.3,1.11,979
Nucleus of the solitary tract,NTS,-7.08,5.35,1.12,949
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.62,1.13,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.07,1.12,987
Intermediate reticular nucleus,IRN,-7.08,6.34,1.12,979
Intermediate reticular nucleus,IRN,-7.08,6.54,1.14,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6,1.17,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.64,1.18,987
Intermediate reticular nucleus,IRN,-7.08,6.51,1.19,979
Intermediate reticular nucleus,IRN,-7.08,6.87,1.2,979
Intermediate reticular nucleus,IRN,-7.08,6.56,1.21,979
Intermediate reticular nucleus,IRN,-7.08,6.39,1.24,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.11,1.25,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.58,1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.66,1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.83,1.28,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.36,1.28,987
Intermediate reticular nucleus,IRN,-7.08,6.89,1.31,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.57,1.33,987
Intermediate reticular nucleus,IRN,-7.08,6.88,1.35,979
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.02,1.37,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.79,1.39,987
Lateral reticular nucleus magnocellular part,LRNm,-7.08,6.99,1.38,983
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.59,1.41,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.95,1.4,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,5.8,1.44,987
Medullary reticular nucleus dorsal part,MDRNd,-7.08,6.06,1.43,987
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.08,5.33,1.69,956
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.52,-1.66,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.58,-1.64,955
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.61,-1.62,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.55,-1.6,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.35,-1.58,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.61,-1.58,955
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.16,5.22,-1.56,956
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.66,-1.53,955
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.81,-1.54,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.77,-1.49,955
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.82,-1.49,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.8,-1.43,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.34,-1.42,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.63,-1.41,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.62,-1.4,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.71,-1.39,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.52,-1.38,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.52,-1.34,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.33,-1.32,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.89,-1.31,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.7,-1.3,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.51,-1.29,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.27,-1.28,987
Intermediate reticular nucleus,IRN,-7.16,6.52,-1.28,979
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.58,-1.27,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.76,-1.26,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.98,-1.24,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.63,-1.24,987
Intermediate reticular nucleus,IRN,-7.16,6.44,-1.24,979
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.57,-1.2,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.8,-1.2,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.83,-1.17,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.94,-1.15,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.43,-1.16,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.2,-1.16,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.62,-1.14,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.81,-1.12,987
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.8,-1.13,988
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.42,-1.1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.08,-1.1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.58,-1.09,987
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.84,-1.09,988
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.67,-1.08,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.87,-1.07,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.42,-1.05,987
Intermediate reticular nucleus,IRN,-7.16,6.17,-1.05,979
Intermediate reticular nucleus,IRN,-7.16,6.42,-1.05,979
Medulla,MY,-7.16,5.28,-1.04,936
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.94,-1.03,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.66,-0.99,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.08,-1.01,987
Intermediate reticular nucleus,IRN,-7.16,6.19,-1.01,979
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.7,-1.01,988
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.49,-0.98,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.59,-0.98,987
Medulla,MY,-7.16,7.27,-0.98,936
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.55,-0.96,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.96,-0.96,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.74,-0.93,987
Medulla,MY,-7.16,5.45,-0.9,936
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.67,-0.91,987
Intermediate reticular nucleus,IRN,-7.16,5.96,-0.91,979
Intermediate reticular nucleus,IRN,-7.16,6.21,-0.91,979
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.58,-0.9,987
Nucleus of the solitary tract,NTS,-7.16,5.37,-0.88,949
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.46,-0.88,988
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.61,-0.88,987
Intermediate reticular nucleus,IRN,-7.16,6.15,-0.86,979
Nucleus of the solitary tract,NTS,-7.16,5.44,-0.83,949
Medulla,MY,-7.16,6.99,-0.83,936
Nucleus of the solitary tract,NTS,-7.16,5.38,-0.82,949
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.51,-0.81,988
Nucleus of the solitary tract,NTS,-7.16,5.26,-0.79,949
Medulla,MY,-7.16,5.51,-0.78,936
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.38,-0.79,988
Nucleus of the solitary tract,NTS,-7.16,5.36,-0.78,949
Medulla,MY,-7.16,7.07,-0.77,936
Nucleus of the solitary tract,NTS,-7.16,5.32,-0.75,949
Nucleus of the solitary tract,NTS,-7.16,5.27,-0.73,949
Medulla,MY,-7.16,5.53,-0.74,936
Medulla,MY,-7.16,5.53,-0.7,936
Intermediate reticular nucleus,IRN,-7.16,5.83,-0.68,979
Nucleus of the solitary tract,NTS,-7.16,5.22,-0.68,949
Intermediate reticular nucleus,IRN,-7.16,5.62,-0.65,979
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.13,-0.62,988
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.28,-0.61,988
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.31,-0.57,988
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.04,-0.56,988
Medulla,MY,-7.16,5.59,-0.52,936
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.19,-0.47,988
Medulla,MY,-7.16,6.37,-0.21,936
Medulla,MY,-7.16,6.63,0.02,936
Nucleus raphe obscurus,RO,-7.16,6.47,0.03,1014
Medulla,MY,-7.16,6.59,0.03,936
crossed tectospinal pathway,tspc,-7.16,6.54,0.05,1230
Inferior olivary complex,IO,-7.16,6.67,0.03,978
Medulla,MY,-7.16,6.56,0.27,936
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.24,0.41,988
Intermediate reticular nucleus,IRN,-7.16,5.84,0.51,979
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.19,0.54,988
Nucleus of the solitary tract,NTS,-7.16,4.97,0.55,949
Intermediate reticular nucleus,IRN,-7.16,5.76,0.58,979
Intermediate reticular nucleus,IRN,-7.16,5.83,0.63,979
Intermediate reticular nucleus,IRN,-7.16,5.95,0.64,979
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.05,0.64,988
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.31,0.64,988
Medullary reticular nucleus ventral part,MDRNv,-7.16,6.18,0.65,988
Intermediate reticular nucleus,IRN,-7.16,5.66,0.67,979
Parasolitary nucleus,PAS,-7.16,5.05,0.69,990
Intermediate reticular nucleus,IRN,-7.16,5.95,0.73,979
Nucleus of the solitary tract,NTS,-7.16,5.25,0.74,949
Intermediate reticular nucleus,IRN,-7.16,5.77,0.78,979
Parasolitary nucleus,PAS,-7.16,5.1,0.78,990
Nucleus of the solitary tract,NTS,-7.16,5.21,0.78,949
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.67,0.79,987
Intermediate reticular nucleus,IRN,-7.16,5.82,0.8,979
Nucleus of the solitary tract,NTS,-7.16,5.48,0.83,949
Intermediate reticular nucleus,IRN,-7.16,6.21,0.85,979
Nucleus of the solitary tract,NTS,-7.16,5.4,0.88,949
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.5,0.88,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.73,0.89,987
Intermediate reticular nucleus,IRN,-7.16,5.99,0.89,979
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.57,0.91,987
Medulla,MY,-7.16,7.29,0.9,936
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.62,0.92,987
Medulla,MY,-7.16,7.35,0.93,936
Medulla,MY,-7.16,5.31,0.95,936
Intermediate reticular nucleus,IRN,-7.16,6.32,0.95,979
Medulla,MY,-7.16,5.41,0.96,936
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.78,0.97,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.49,1.01,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.53,1.01,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.6,1.01,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.65,1.01,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.98,1.03,987
Intermediate reticular nucleus,IRN,-7.16,6.13,1.03,979
Intermediate reticular nucleus,IRN,-7.16,6.51,1.06,979
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.77,1.09,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.5,1.1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.05,1.1,987
Intermediate reticular nucleus,IRN,-7.16,6.25,1.11,979
Medulla,MY,-7.16,7.42,1.09,936
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.55,1.11,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.61,1.11,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.97,1.1,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.45,1.14,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.66,1.15,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.72,1.15,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.18,1.17,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.44,1.18,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.52,1.18,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.72,1.19,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.32,1.19,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.1,1.21,987
Intermediate reticular nucleus,IRN,-7.16,6.57,1.2,979
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.64,1.21,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.39,1.24,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.84,1.25,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.22,1.24,987
Intermediate reticular nucleus,IRN,-7.16,6.83,1.24,979
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.54,1.27,987
Medulla,MY,-7.16,5.37,1.29,936
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.34,1.3,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.53,1.31,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.58,1.33,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.96,1.34,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.04,1.34,987
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.16,5.39,1.36,956
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.78,1.36,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.5,1.41,955
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.03,1.38,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.71,1.41,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.82,1.42,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.67,1.43,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.9,1.45,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.17,1.45,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.37,1.47,955
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.16,5.22,1.51,956
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.16,5.28,1.5,956
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.68,1.5,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.64,1.55,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.56,1.55,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.8,1.56,955
Medullary reticular nucleus dorsal part,MDRNd,-7.16,5.99,1.56,987
Medullary reticular nucleus dorsal part,MDRNd,-7.16,6.14,1.56,987
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.53,1.59,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.27,1.61,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.74,1.62,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.69,1.65,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.51,1.67,955
Spinal nucleus of the trigeminal interpolar part,SPVI,-7.16,5.2,1.69,956
Paratrigeminal nucleus,Pa5,-7.16,5.09,1.71,963
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.66,1.72,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.47,1.73,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.55,1.74,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.27,1.76,955
Spinal nucleus of the trigeminal caudal part,SPVC,-7.16,5.5,1.78,955
